hmm_matched_lat,hmm_matched_lon
52.402461,-1.5010572
52.402461,-1.5010572
52.402461,-1.5010572
52.402461,-1.5010572
52.402461,-1.5010572
52.402461,-1.5010572
52.402461,-1.5010572
52.402461,-1.5010572
52.402461,-1.5010572
52.402461,-1.5010572
52.402461,-1.5010572
52.4025577,-1.5010657
52.4025577,-1.5010657
52.4025577,-1.5010657
52.4025577,-1.5010657
52.4025577,-1.5010657
52.4025577,-1.5010657
52.4025577,-1.5010657
52.4025577,-1.5010657
52.4025577,-1.5010657
52.4025759,-1.5013324
52.4025759,-1.5013324
52.4025759,-1.5013324
52.4025759,-1.5013324
52.402439,-1.501341
52.402439,-1.501341
52.402439,-1.501341
52.402439,-1.501341
52.402439,-1.501341
52.4025457,-1.5016903
52.4025457,-1.5016903
52.4025457,-1.5016903
52.4025457,-1.5016903
52.4025759,-1.5013324
52.4025759,-1.5013324
52.4025759,-1.5013324
52.4025577,-1.5010657
52.4025089,-1.5008113
52.4025072,-1.5006737
52.4027797,-1.5003273
52.4027797,-1.5003273
52.4027797,-1.5003273
52.4027797,-1.5003273
52.4027797,-1.5003273
52.4027797,-1.5003273
52.4027797,-1.5003273
52.4027797,-1.5003273
52.4038668,-1.5019337
52.4039603,-1.5023325
52.4039603,-1.5023325
52.4039603,-1.5023325
52.4042604,-1.5028215
52.4042604,-1.5028215
52.4042604,-1.5028215
52.4042604,-1.5028215
52.4044499,-1.5051756
52.4044009,-1.5059608
52.4044009,-1.5059608
52.4044009,-1.5059608
52.4044009,-1.5059608
52.4044009,-1.5059608
52.4044009,-1.5059608
52.4044009,-1.5059608
52.4044009,-1.5059608
52.4044009,-1.5059608
52.4028821,-1.5103178
52.4028821,-1.5103178
52.4028821,-1.5103178
52.4028594,-1.5110303
52.4028102,-1.5125597
52.4028133,-1.5128437
52.4028133,-1.5128437
52.4028133,-1.5128437
52.4028133,-1.5128437
52.4028583,-1.5141747
52.4029969,-1.5147116
52.403053,-1.514845
52.4033775,-1.5154293
52.4044267,-1.5168009
52.4044267,-1.5168009
52.4044267,-1.5168009
52.4044267,-1.5168009
52.4045073,-1.5169093
52.4054077,-1.5182498
52.4054077,-1.5182498
52.4057728,-1.5188161
52.4059188,-1.5190315
52.4062227,-1.5194085
52.4062227,-1.5194085
52.4062227,-1.5194085
52.4062227,-1.5194085
52.4062227,-1.5194085
52.4078119,-1.5197475
52.4078119,-1.5197475
52.4078119,-1.5197475
52.4078119,-1.5197475
52.4079909,-1.5197036
52.4079909,-1.5197036
52.4079909,-1.5197036
52.4079909,-1.5197036
52.4079909,-1.5197036
52.4079909,-1.5197036
52.4079909,-1.5197036
52.4079909,-1.5197036
52.4079909,-1.5197036
52.4108167,-1.517158
52.4109579,-1.516877
52.4109579,-1.516877
52.4109579,-1.516877
52.4109579,-1.516877
52.4109579,-1.516877
52.4109579,-1.516877
52.4109579,-1.516877
52.4109579,-1.516877
52.4117722,-1.5152419
52.4117722,-1.5152419
52.4117722,-1.5152419
52.4117722,-1.5152419
52.4117722,-1.5152419
52.4117722,-1.5152419
52.4117722,-1.5152419
52.4117722,-1.5152419
52.4117722,-1.5152419
52.4140112,-1.515017
52.4140112,-1.515017
52.4140112,-1.515017
52.4140112,-1.515017
52.4140112,-1.515017
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4148679,-1.5148866
52.4178056,-1.5177639
52.4178056,-1.5177639
52.4178056,-1.5177639
52.4178056,-1.5177639
52.4178056,-1.5177639
52.4178056,-1.5177639
52.4178056,-1.5177639
52.4178056,-1.5177639
52.4191734,-1.518764
52.4194216,-1.5187554
52.4194216,-1.5187554
52.4194216,-1.5187554
52.4194216,-1.5187554
52.4199053,-1.5187865
52.4202933,-1.5189143
52.4202933,-1.5189143
52.4202933,-1.5189143
52.4202933,-1.5189143
52.4207168,-1.519094
52.4207168,-1.519094
52.4207168,-1.519094
52.4207168,-1.519094
52.4214198,-1.5196987
52.4215344,-1.5198175
52.4215344,-1.5198175
52.4215344,-1.5198175
52.4215344,-1.5198175
52.4215344,-1.5198175
52.4215344,-1.5198175
52.4215344,-1.5198175
52.4215344,-1.5198175
52.4215344,-1.5198175
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.4226683,-1.5214496
52.423706,-1.5228297
52.423706,-1.5228297
52.4237564,-1.5229279
52.4238975,-1.5231576
52.4239309,-1.5232113
52.4240093,-1.5233545
52.4242424,-1.5238173
52.4242424,-1.5238173
52.4242424,-1.5238173
52.4249541,-1.5251157
52.4249541,-1.5251157
52.4249541,-1.5251157
52.4249541,-1.5251157
52.4250687,-1.5253634
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4253349,-1.5258005
52.4283786,-1.528908
52.4284292,-1.5290875
52.4285621,-1.5290444
52.4285621,-1.5290444
52.4285621,-1.5290444
52.4285621,-1.5290444
52.4285621,-1.5290444
52.4285621,-1.5290444
52.4285621,-1.5290444
52.4297545,-1.5292509
52.4297545,-1.5292509
52.4297545,-1.5292509
52.4297545,-1.5292509
52.4297545,-1.5292509
52.4308773,-1.5298796
52.4309455,-1.5300665
52.4310558,-1.5300378
52.4310558,-1.5300378
52.4310558,-1.5300378
52.4310558,-1.5300378
52.4310558,-1.5300378
52.4310558,-1.5300378
52.4310558,-1.5300378
52.432769,-1.5314043
52.432769,-1.5314043
52.432769,-1.5314043
52.432769,-1.5314043
52.432769,-1.5314043
52.432769,-1.5314043
52.432769,-1.5314043
52.432769,-1.5314043
52.432769,-1.5314043
52.434488,-1.5316075
52.434488,-1.5316075
52.434488,-1.5316075
52.434488,-1.5316075
52.4356263,-1.5319074
52.4357095,-1.5319552
52.4357095,-1.5319552
52.4359176,-1.5317533
52.435921,-1.5317135
52.4361104,-1.5314533
52.4361104,-1.5314533
52.4361104,-1.5314533
52.4361104,-1.5314533
52.4371007,-1.5313595
52.4371007,-1.5313595
52.4371007,-1.5313595
52.4371007,-1.5313595
52.4371007,-1.5313595
52.4376511,-1.5313261
52.4383126,-1.5312761
52.4383126,-1.5312761
52.4383126,-1.5312761
52.4385325,-1.5312791
52.4385325,-1.5312791
52.4385325,-1.5312791
52.4385325,-1.5312791
52.4385325,-1.5312791
52.4385325,-1.5312791
52.4385325,-1.5312791
52.4385325,-1.5312791
52.4402868,-1.5317993
52.4407826,-1.5319085
52.4407826,-1.5319085
52.4407826,-1.5319085
52.4407826,-1.5319085
52.4407826,-1.5319085
52.4407826,-1.5319085
52.4407826,-1.5319085
52.4407826,-1.5319085
52.4407826,-1.5319085
52.4424781,-1.5319468
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4428749,-1.5318807
52.4451869,-1.5315159
52.4451869,-1.5315159
52.4451869,-1.5315159
52.4451869,-1.5315159
52.4451869,-1.5315159
52.4451869,-1.5315159
52.4451869,-1.5315159
52.4451869,-1.5315159
52.4451869,-1.5315159
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4473344,-1.5319003
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.4509306,-1.5329441
52.450931,-1.5288626
52.450931,-1.5288626
52.450931,-1.5288626
52.450931,-1.5288626
52.450931,-1.5288626
52.450931,-1.5288626
52.450931,-1.5288626
52.450931,-1.5288626
52.450931,-1.5288626
52.4495768,-1.5269486
52.4495768,-1.5269486
52.4495768,-1.5269486
52.4495768,-1.5269486
52.4495768,-1.5269486
52.4495768,-1.5269486
52.4495768,-1.5269486
52.4495768,-1.5269486
52.4495768,-1.5269486
52.4489393,-1.5253064
52.4489393,-1.5253064
52.4489393,-1.5253064
52.4489393,-1.5253064
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4485722,-1.5262995
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4455593,-1.5259176
52.4465881,-1.5224893
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4474264,-1.521623
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4464242,-1.522301
52.4459246,-1.5216414
52.4459246,-1.5216414
52.4459246,-1.5216414
52.4459246,-1.5216414
52.4459246,-1.5216414
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4460522,-1.5206208
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4501093,-1.5169929
52.4501093,-1.5169929
52.4501093,-1.5169929
52.4501093,-1.5169929
52.4504629,-1.5185931
52.4504629,-1.5185931
52.4504629,-1.5185931
52.4504629,-1.5185931
52.4504629,-1.5185931
52.4510531,-1.5184957
52.4510531,-1.5184957
52.4510531,-1.5184957
52.4510531,-1.5184957
52.4510531,-1.5184957
52.4510531,-1.5184957
52.4510531,-1.5184957
52.4510531,-1.5184957
52.4510531,-1.5184957
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4513117,-1.5194805
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4495984,-1.5199765
52.4501093,-1.5169929
52.4501093,-1.5169929
52.4501093,-1.5169929
52.4501093,-1.5169929
52.4498133,-1.5161454
52.4498133,-1.5161454
52.4498133,-1.5161454
52.4498133,-1.5161454
52.4498133,-1.5161454
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4494764,-1.5152131
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4488848,-1.5200735
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4481074,-1.5201002
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4488696,-1.5143338
52.4491551,-1.5135472
52.4491551,-1.5135472
52.4491551,-1.5135472
52.4491551,-1.5135472
52.4491551,-1.5135472
52.4494177,-1.5131929
52.4494177,-1.5131929
52.4494177,-1.5131929
52.4494177,-1.5131929
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4499644,-1.5142095
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4513719,-1.512411
52.4510444,-1.5108481
52.4510444,-1.5108481
52.4510444,-1.5108481
52.4510444,-1.5108481
52.4507644,-1.5111414
52.4502977,-1.5114244
52.4502977,-1.5114244
52.4502977,-1.5114244
52.4502977,-1.5114244
52.4503145,-1.5119799
52.4503145,-1.5119799
52.4503145,-1.5119799
52.4503145,-1.5119799
52.4503145,-1.5119799
52.4503145,-1.5119799
52.4503145,-1.5119799
52.4503145,-1.5119799
52.4494177,-1.5131929
52.4491551,-1.5135472
52.4491551,-1.5135472
52.4491551,-1.5135472
52.4491551,-1.5135472
52.4486526,-1.5134613
52.4486526,-1.5134613
52.4486526,-1.5134613
52.4486526,-1.5134613
52.4486526,-1.5134613
52.4481919,-1.5139508
52.4481919,-1.5139508
52.4481919,-1.5139508
52.4481919,-1.5139508
52.4481919,-1.5139508
52.4481919,-1.5139508
52.4481919,-1.5139508
52.4481919,-1.5139508
52.4481919,-1.5139508
52.447403,-1.5160595
52.447403,-1.5160595
52.447403,-1.5160595
52.447403,-1.5160595
52.447403,-1.5160595
52.447403,-1.5160595
52.447403,-1.5160595
52.447403,-1.5160595
52.447403,-1.5160595
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4473454,-1.5188969
52.4473454,-1.5188969
52.4473454,-1.5188969
52.4473454,-1.5188969
52.4473454,-1.5188969
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4474393,-1.5181503
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4470382,-1.5179516
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4473114,-1.5133125
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4466368,-1.5133263
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4465794,-1.5192555
52.4459248,-1.5198331
52.4459248,-1.5198331
52.4459248,-1.5198331
52.4459248,-1.5198331
52.4459248,-1.5198331
52.4459248,-1.5198331
52.4459248,-1.5198331
52.4459248,-1.5198331
52.4459248,-1.5198331
52.4443883,-1.5209882
52.443783,-1.5214454
52.443783,-1.5214454
52.443783,-1.5214454
52.443783,-1.5214454
52.4429026,-1.5220613
52.4429026,-1.5220613
52.4429026,-1.5220613
52.4429026,-1.5220613
52.44237,-1.5223464
52.44237,-1.5223464
52.44237,-1.5223464
52.44237,-1.5223464
52.44237,-1.5223464
52.44237,-1.5223464
52.44237,-1.5223464
52.44237,-1.5223464
52.44237,-1.5223464
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.443783,-1.5214454
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4440996,-1.522599
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4432351,-1.525105
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423908,-1.5246977
52.4423317,-1.526378
52.4423317,-1.526378
52.4423317,-1.526378
52.4423317,-1.526378
52.4423317,-1.526378
52.4423317,-1.526378
52.4423317,-1.526378
52.4423317,-1.526378
52.4414208,-1.5265289
52.4413959,-1.5265356
52.4413959,-1.5265356
52.4413959,-1.5265356
52.4413959,-1.5265356
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4414836,-1.526881
52.4423709,-1.5292043
52.4423709,-1.5292043
52.4423709,-1.5292043
52.4423709,-1.5292043
52.4423709,-1.5292043
52.4423709,-1.5292043
52.4423709,-1.5292043
52.4423709,-1.5292043
52.4423709,-1.5292043
52.4414979,-1.5295742
52.4414979,-1.5295742
52.4414979,-1.5295742
52.4414979,-1.5295742
52.4414979,-1.5295742
52.4408088,-1.5298448
52.4408088,-1.5298448
